2023-08-05 12:13:12.653825	#dataCadastro	link	porcentagem	totalErros	totalAvisos	marcacaoErros	marcacaoAvisos	comportamentoErros	comportamentoAvisos	conteudoInformacaoErros	conteudoInformacaoAvisos	apresentacaoDesignErros	apresentacaoDesignAvisos	multimidiaErros	multimidiaAvisos	formulariosErros	formulariosAvisos
2023-08-05 12:19:11.741582	http://lbtm.nupeb.ufop.br/	86,07	4	5	3	5	0	0	1	0	0	0	0	0	0	0	
2023-08-05 12:19:13.439118	https://periodicos.ufop.br/redumat/article/view/2026/1564	87,88	5	10	4	7	1	1	0	2	0	0	0	0	0	0	
2023-08-05 12:18:48.836978	https://medicina.ufop.br/tabela-de-servidores-0?type=month&month=2023-07&mini=2024-02	76,73	25	111	15	94	1	5	8	11	1	0	0	0	0	1	
2023-08-05 12:19:17.842263	https://periodicos.ufop.br/rest/article/view/3416	90,07	5	11	3	5	1	1	0	4	0	0	0	0	1	1	
2023-08-05 12:19:13.240142	https://www.prace.ufop.br/assistencia-estudantil/moradia-estudantil/modalidade-socioeconomica/apartamento-campus-ouro-preto	70,47	32	81	11	68	1	4	16	7	0	0	0	0	4	2	
2023-08-05 12:19:23.968000	https://web.archive.org/web/20190118165511/https://dof.ufop.br/demonstra%C3%A7%C3%B5es-cont%C3%A1beis	77,5	4	1	2	1	0	0	2	0	0	0	0	0	0	0	
2023-08-05 12:19:28.818956	http://www.editora.ufop.br/index.php/editora/catalog/view/170/132/440-1	87,88	5	7	4	6	1	1	0	0	0	0	0	0	0	0	
2023-08-05 12:19:09.403963	https://www.propp.ufop.br/en/node/17	65,11	31	77	8	58	1	2	17	15	1	0	0	0	4	2	
2023-08-05 12:19:28.117611	https://polosdecinema.ufop.br/blog/archive/all/202206?type=month&month=2023-07&mini=2023-03	81,71	22	104	19	83	1	5	2	16	0	0	0	0	0	0	
2023-08-05 12:19:09.771196	https://tv.ufop.br/trapezista	72,02	9	46	4	39	1	2	0	3	0	0	0	0	4	2	
2023-08-05 12:19:35.026962	https://polosdecinema.ufop.br/redbishop-01?type=month&month=2023-07&mini=2023-08&page=2	82,5	18	99	15	85	1	5	2	9	0	0	0	0	0	0	
2023-08-05 12:19:16.885906	http://www2.decom.ufop.br/imobilis/page/30/?aam_media=5659	77,1	140	151	31	95	1	12	108	44	0	0	0	0	0	0	
2023-08-05 12:19:47.783159	https://web.archive.org/web/20180904044156/http://www.sisbin.ufop.br/	77,5	4	1	2	1	0	0	2	0	0	0	0	0	0	0	
2023-08-05 12:19:40.344524	https://fisica.ufop.br/news/archive/2021-02	85,92	33	68	22	52	1	4	10	12	0	0	0	0	0	0	
2023-08-05 12:19:57.763378	https://periodicos.ufop.br/alemur/citationstylelanguage/get/turabian-fullnote-bibliography?submissionId=4160	86,07	4	0	3	0	0	0	1	0	0	0	0	0	0	0	
2023-08-05 12:19:40.800505	https://culturafotograficaufop.blogspot.com/2022/12/filmecon-2023.html#comments	69,48	42	187	13	164	2	6	25	16	1	0	0	0	1	1	
2023-08-05 12:19:51.763839	https://periodicos.ufop.br/caletroscopio/article/view/3601	83,86	9	20	4	7	1	3	3	9	0	0	0	0	1	1	
2023-08-05 12:19:32.926622	http://www.tv.ufop.br/plano-aberto-09052017	72,02	9	46	4	39	1	2	0	3	0	0	0	0	4	2	
2023-08-05 12:20:04.004369	https://periodicos.ufop.br/libertas/citationstylelanguage/get/turabian-fullnote-bibliography?submissionId=4209	86,07	4	0	3	0	0	0	1	0	0	0	0	0	0	0	
2023-08-05 12:20:00.391745	https://fisica.ufop.br/monitoria	87,18	9	49	3	43	1	4	5	2	0	0	0	0	0	0	
2023-08-05 12:19:59.903857	https://farmaciadeouro.ufop.br/news/boletim-notifica%C3%A7%C3%B5es-farm%C3%A1cia-de-ouro-17%C2%AA-edi%C3%A7%C3%A3o-de-setembro?type=month&month=2023-07&mini=2023-08&page=3	80,27	20	88	14	71	1	4	4	12	1	0	0	0	0	1	
2023-08-05 12:20:18.249604	https://www.vestibular.ufop.br/index.php?option=com_content&view=category&id=32&Itemid=149	91,01	6	23	4	18	1	1	1	3	0	0	0	0	0	1	
2023-08-05 12:19:53.231450	http://tv.ufop.br/poeticas-do-corpo-contato-improvisacao	72,02	9	46	4	39	1	2	0	3	0	0	0	0	4	2	
2023-08-05 12:20:24.253705	https://sigaa.ufopa.edu.br/sigaa/public/docente/disciplinas.jsf?siape=2142776	68,11	9	56	5	48	1	5	2	3	1	0	0	0	0	0	
2023-08-05 12:20:22.284555	https://prograd.ufop.br/estagios/bat-brasil	69,64	21	68	5	52	1	5	11	9	0	0	0	0	4	2	
2023-08-05 12:20:19.013713	https://farmaciadeouro.ufop.br/news/archive/2022-09?type=month&month=2023-07&mini=2023-08&page=2	83,73	18	86	14	71	1	4	2	10	1	0	0	0	0	1	
2023-08-05 12:20:30.405585	https://github.com/ufopcsilab/EfficientNet-C19/forks?include=archived%2Cstarred&page=1&period=2y&sort_by=open_pull_request_counts	85,95	14	283	8	273	1	1	4	6	0	0	0	0	1	3	
2023-08-05 12:19:59.450328	http://www2.decom.ufop.br/imobilis/page/35/?aam_media=5655	77,31	131	150	27	94	1	12	103	44	0	0	0	0	0	0	
2023-08-05 12:20:06.492017	http://www2.decom.ufop.br/imobilis/principios-de-design/#respond	79,93	193	198	83	167	1	13	108	17	0	0	0	0	1	1	
2023-08-05 12:20:31.946404	https://icea.ufop.br/news/nota-de-falecimento?page=2	83,22	14	65	7	57	1	4	5	3	1	0	0	0	0	1	
2023-08-05 12:20:34.823337	https://biomas.ufop.br/news/archive/2020-11?page=4	76,54	19	45	12	36	1	4	5	5	1	0	0	0	0	0	
2023-08-05 12:20:36.015957	https://fisica.ufop.br/news/t01e03-suplementos-alimentares-m%C3%A1gicos-e-dietas-milagrosas	85,98	28	50	19	41	1	4	8	5	0	0	0	0	0	0	
2023-08-05 12:20:53.942578	https://periodicos.ufop.br/revemop/article/view/5059	83,56	71	107	6	79	1	4	63	23	0	0	0	0	1	1	
2023-08-05 12:21:01.920236	https://web.archive.org/web/20190119214543/http://www.festivaldeinverno.ufop.br/	77,5	4	1	2	1	0	0	2	0	0	0	0	0	0	0	
2023-08-05 12:21:05.720833	https://periodicos.ufop.br/rmat/article/view/1714/1400	87,88	5	10	4	7	1	1	0	2	0	0	0	0	0	0	
2023-08-05 12:21:07.696684	https://periodicos.ufop.br/revemop/article/view/1840/1454	87,88	5	10	4	7	1	1	0	2	0	0	0	0	0	0	
2023-08-05 12:21:01.533712	https://www.prace.ufop.br/assistencia-estudantil/moradia-estudantil/modalidade-socioeconomica/normas-e-regulamentos	71,96	17	81	6	66	1	4	6	9	0	0	0	0	4	2	
2023-08-05 12:21:13.882626	https://periodicos.ufop.br/rmat/article/view/2186/3044	87,88	5	10	4	7	1	1	0	2	0	0	0	0	0	0	
2023-08-05 12:20:42.815256	http://www.jornalismo.ufop.br/?p=94#respond	82,56	40	305	13	273	1	6	25	14	0	8	0	0	1	4	
